ts,twd,pr,at,ws,dp,sr,lr,series,site_name,species,series_no,Wt,year,month,year_month
2021-11-28,0.125851554711607,0.0792662080784794,-0.198226674397745,2.01208492120107,-1.54475886027018,39.2625322611711,291.05274327596,series_40,Neunkirch-North,Fagus sylvatica,22,0.07954286731545221,2021,11,2021-11
2021-11-29,0.151236126275813,0.0091695567763091,-0.632812245686807,3.09414878487587,-3.16261647542314,42.8832295140892,272.269184748332,series_40,Neunkirch-North,Fagus sylvatica,22,0.02538457156420601,2021,11,2021-11
2021-11-30,0.0848738428673154,0.155175884052975,-0.276466115315714,5.62304570277532,-2.36256891886393,19.0044283379296,298.532536188761,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0663622834084976,2021,11,2021-11
2021-12-01,0.0400910515072395,0.158881254630752,3.82989908854171,4.23666924238205,1.83831685384115,32.1845585157304,310.622821807861,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0447827913600759,2021,12,2021-12
2021-12-02,0.0224062188464277,0.0427471261701461,1.86890945434573,3.58979224165281,-0.391447448730446,32.0884880098359,290.29504330953,series_40,Neunkirch-North,Fagus sylvatica,22,-0.017684832660811802,2021,12,2021-12
2021-12-03,0.0747734868264894,0.0016312923881898,-1.01568450927732,2.67064767082532,-3.25078684488932,50.1945862065477,252.783053080241,series_40,Neunkirch-North,Fagus sylvatica,22,0.05236726798006171,2021,12,2021-12
2021-12-04,0.0,0.618872306658886,3.29835154215499,4.61201772093773,1.86141103108724,11.3797194086219,322.854208628337,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0747734868264894,2021,12,2021-12
2021-12-05,0.0,0.084354708742012,0.963254547119163,2.03753730406364,-0.325992329915323,38.4653564546995,288.545880635579,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,12,2021-12
2021-12-06,0.0,0.006183181599719,-0.115810139973917,1.397508221368,-1.18098551432291,38.6155939662034,274.016307195028,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,12,2021-12
2021-12-07,0.0,0.100876004836316,0.606834665934286,2.74010039865971,-0.350359344482399,43.8854143384863,270.838599522909,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,12,2021-12
2021-12-08,0.0117117256112034,0.652823969877015,0.379603322347009,1.60163087397814,0.012751515706384,17.7152798085396,312.475505828857,series_40,Neunkirch-North,Fagus sylvatica,22,0.0117117256112034,2021,12,2021-12
2021-12-09,0.0,0.0614997386162486,0.646732584635458,2.84381450712681,-0.337583923339821,38.5858587676776,281.392844518026,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0117117256112034,2021,12,2021-12
2021-12-10,0.0,0.324228333720274,-0.720855458577432,3.20886427909136,-1.33772379557291,16.1045467532967,286.350313822428,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,12,2021-12
2021-12-11,0.0011488725373842,0.109088237803083,0.439703877766931,4.05468321839968,-0.59609705607096,22.6885057868349,293.275572458903,series_40,Neunkirch-North,Fagus sylvatica,22,0.0011488725373842,2021,12,2021-12
2021-12-12,0.007208070258723,0.0002035042562245,-0.569503529866495,1.45334092030923,-1.33662770589189,28.4428123398296,279.955989837646,series_40,Neunkirch-North,Fagus sylvatica,22,0.0060591977213388,2021,12,2021-12
2021-12-13,0.0142898647044861,0.0005227363557332,2.17226943969729,1.03830316786965,1.02842102050784,42.295598111387,288.67927424113,series_40,Neunkirch-North,Fagus sylvatica,22,0.007081794445763101,2021,12,2021-12
2021-12-14,0.0,0.0019002862033244,0.883532460530603,1.1406528900067,0.630071258544945,20.4247031257012,314.919544219971,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0142898647044861,2021,12,2021-12
2021-12-15,0.0,0.0003853659331506,1.92013066609701,1.28203526015083,1.44458033243819,18.6891344383791,321.208587646484,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,12,2021-12
2021-12-16,0.0060800617137431,0.002821277011814,2.03697102864584,2.07132615894079,1.07864532470705,20.1898527994344,312.721631368001,series_40,Neunkirch-North,Fagus sylvatica,22,0.0060800617137431,2021,12,2021-12
2021-12-17,0.0,0.0001816735476533,2.60848515828451,3.02260801444451,1.56826934814455,23.0164405884182,308.334815979004,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0060800617137431,2021,12,2021-12
2021-12-18,0.0816401851412295,8.65070002327532e-05,0.44858067830404,3.06987928350767,-0.968200429280557,40.7312640872842,258.054663340251,series_40,Neunkirch-North,Fagus sylvatica,22,0.0816401851412295,2021,12,2021-12
2021-12-19,0.149677355803465,0.0008831223409515,-1.55986633300779,1.15585272262494,-2.33843332926432,39.5494294094387,279.084719340007,series_40,Neunkirch-North,Fagus sylvatica,22,0.0680371706622355,2021,12,2021-12
2021-12-20,0.100774127699976,0.0015918822449473,-0.550127410888649,2.03971999635299,-2.04608001708982,42.8336315642615,262.811749140422,series_40,Neunkirch-North,Fagus sylvatica,22,-0.048903228103489,2021,12,2021-12
